date,tc,rh,ws,wd,code,name
2014-10-01 00:00:00,NA,NA,NA,NA,262,NA
2014-10-01 01:00:00,19.7,93,1.4,333,262,Interlagos
2014-10-01 02:00:00,20.8,88,2,15,262,Interlagos
2014-10-01 03:00:00,21,85,1.6,10,262,Interlagos
2014-10-01 04:00:00,20.9,86,2.6,10,262,Interlagos
2014-10-01 05:00:00,21.1,84,3.3,345,262,Interlagos
2014-10-01 06:00:00,21.5,80,1.7,316,262,Interlagos
2014-10-01 07:00:00,20.3,85,4,206,262,Interlagos
2014-10-01 08:00:00,20,81,2.4,225,262,Interlagos
2014-10-01 09:00:00,21.7,69,1.9,304,262,Interlagos
2014-10-01 10:00:00,23.9,59,4.3,334,262,Interlagos
2014-10-01 11:00:00,25.6,54,3.7,331,262,Interlagos
2014-10-01 12:00:00,27.6,48,4.6,325,262,Interlagos
2014-10-01 13:00:00,28.1,47,5.6,325,262,Interlagos
2014-10-01 14:00:00,29.3,44,4.5,325,262,Interlagos
2014-10-01 15:00:00,30.2,43,2.8,293,262,Interlagos
2014-10-01 16:00:00,28.7,49,2.1,215,262,Interlagos
2014-10-01 17:00:00,23,67,7,171,262,Interlagos
2014-10-01 18:00:00,20,76,6.6,171,262,Interlagos
2014-10-01 19:00:00,19.1,82,5.9,172,262,Interlagos
2014-10-01 20:00:00,18.6,83,6.1,174,262,Interlagos
2014-10-01 21:00:00,18.3,82,5.2,173,262,Interlagos
2014-10-01 22:00:00,18,86,5.2,171,262,Interlagos
2014-10-01 23:00:00,17.6,90,4.9,171,262,Interlagos
2014-10-02 00:00:00,17.4,88,4.9,157,262,Interlagos
2014-10-02 01:00:00,16.8,89,5.7,156,262,Interlagos
2014-10-02 02:00:00,16.4,90,5.1,149,262,Interlagos
2014-10-02 03:00:00,16.1,93,5,155,262,Interlagos
2014-10-02 04:00:00,15.4,96,5.1,156,262,Interlagos
2014-10-02 05:00:00,14.8,97,4.8,148,262,Interlagos
2014-10-02 06:00:00,14.9,94,3.8,144,262,Interlagos
2014-10-02 07:00:00,15.2,96,3.5,149,262,Interlagos
2014-10-02 08:00:00,15.6,95,4.7,153,262,Interlagos
2014-10-02 09:00:00,15.7,95,5.7,151,262,Interlagos
2014-10-02 10:00:00,15.5,93,5.8,156,262,Interlagos
2014-10-02 11:00:00,15.8,89,5.5,154,262,Interlagos
2014-10-02 12:00:00,16.2,88,5.5,147,262,Interlagos
2014-10-02 13:00:00,16.6,87,5.1,152,262,Interlagos
2014-10-02 14:00:00,16.2,88,5.6,154,262,Interlagos
2014-10-02 15:00:00,15.4,90,6.2,154,262,Interlagos
2014-10-02 16:00:00,15.1,86,6.5,155,262,Interlagos
2014-10-02 17:00:00,14.3,88,5.6,151,262,Interlagos
2014-10-02 18:00:00,14.1,86,5.9,153,262,Interlagos
2014-10-02 19:00:00,14,85,6.1,149,262,Interlagos
2014-10-02 20:00:00,14,84,5.7,152,262,Interlagos
2014-10-02 21:00:00,13.8,85,5.4,145,262,Interlagos
2014-10-02 22:00:00,13.9,85,5.1,141,262,Interlagos
2014-10-02 23:00:00,13.8,84,4.3,134,262,Interlagos
2014-10-03 00:00:00,13.5,85,4,135,262,Interlagos
2014-10-03 01:00:00,13.2,86,3.5,143,262,Interlagos
2014-10-03 02:00:00,12.6,88,2.5,140,262,Interlagos
2014-10-03 03:00:00,12.5,86,2,139,262,Interlagos
2014-10-03 04:00:00,12.6,86,2.3,133,262,Interlagos
2014-10-03 05:00:00,12.9,86,2.6,129,262,Interlagos
2014-10-03 06:00:00,13.1,92,3.5,139,262,Interlagos
2014-10-03 07:00:00,12.8,95,4.3,144,262,Interlagos
2014-10-03 08:00:00,13.2,94,4.2,142,262,Interlagos
2014-10-03 09:00:00,13.4,93,5.3,142,262,Interlagos
2014-10-03 10:00:00,14.4,82,5.6,143,262,Interlagos
2014-10-03 11:00:00,15.8,70,5.6,142,262,Interlagos
2014-10-03 12:00:00,17.5,60,6.3,145,262,Interlagos
2014-10-03 13:00:00,17.8,63,7,150,262,Interlagos
2014-10-03 14:00:00,16.8,67,7.1,148,262,Interlagos
2014-10-03 15:00:00,15.7,73,5.7,150,262,Interlagos
2014-10-03 16:00:00,15,76,5.9,143,262,Interlagos
2014-10-03 17:00:00,14.5,75,6,146,262,Interlagos
2014-10-03 18:00:00,14,75,5,142,262,Interlagos
2014-10-03 19:00:00,13.6,77,4.5,135,262,Interlagos
2014-10-03 20:00:00,13.3,78,5.6,144,262,Interlagos
2014-10-03 21:00:00,13.2,81,5.3,142,262,Interlagos
2014-10-03 22:00:00,13,81,5.2,144,262,Interlagos
2014-10-03 23:00:00,12.9,80,5.1,144,262,Interlagos
2014-10-04 00:00:00,12.8,80,4.6,140,262,Interlagos
2014-10-04 01:00:00,12.1,79,3.8,141,262,Interlagos
2014-10-04 02:00:00,12,81,3.7,139,262,Interlagos
2014-10-04 03:00:00,12.1,81,4,141,262,Interlagos
2014-10-04 04:00:00,11.7,89,4.4,142,262,Interlagos
2014-10-04 05:00:00,11.5,91,3.3,135,262,Interlagos
2014-10-04 06:00:00,11.7,86,4.2,143,262,Interlagos
2014-10-04 07:00:00,11.9,88,3.5,139,262,Interlagos
2014-10-04 08:00:00,12.7,83,4.8,116,262,Interlagos
2014-10-04 09:00:00,13.8,75,5.3,118,262,Interlagos
2014-10-04 10:00:00,14.7,68,5.3,131,262,Interlagos
2014-10-04 11:00:00,15.5,61,5.6,119,262,Interlagos
2014-10-04 12:00:00,16,57,4.8,117,262,Interlagos
2014-10-04 13:00:00,16.6,54,5.5,142,262,Interlagos
2014-10-04 14:00:00,17.2,51,5.5,143,262,Interlagos
2014-10-04 15:00:00,17.5,52,5.6,149,262,Interlagos
2014-10-04 16:00:00,17.5,53,5.5,150,262,Interlagos
2014-10-04 17:00:00,16.6,59,6.1,151,262,Interlagos
2014-10-04 18:00:00,14.8,70,6.3,146,262,Interlagos
2014-10-04 19:00:00,13.6,77,5.5,143,262,Interlagos
2014-10-04 20:00:00,13.3,81,4.8,139,262,Interlagos
2014-10-04 21:00:00,13.1,78,4.6,138,262,Interlagos
2014-10-04 22:00:00,12.7,73,4.3,132,262,Interlagos
2014-10-04 23:00:00,12.3,75,3.8,140,262,Interlagos
2014-10-05 00:00:00,12,80,3.9,133,262,Interlagos
2014-10-05 01:00:00,11.9,83,3.2,140,262,Interlagos
2014-10-05 02:00:00,12,83,3.3,120,262,Interlagos
2014-10-05 03:00:00,12.2,82,3.6,132,262,Interlagos
2014-10-05 04:00:00,11.9,83,2.9,132,262,Interlagos
2014-10-05 05:00:00,11.6,86,2.2,133,262,Interlagos
2014-10-05 06:00:00,11.7,84,2.2,128,262,Interlagos
2014-10-05 07:00:00,12.4,78,2.9,118,262,Interlagos
2014-10-05 08:00:00,14.2,68,3.2,115,262,Interlagos
2014-10-05 09:00:00,15.3,62,4.1,53,262,Interlagos
2014-10-05 10:00:00,16.5,55,3.9,113,262,Interlagos
2014-10-05 11:00:00,17.5,57,4.5,139,262,Interlagos
2014-10-05 12:00:00,17.4,63,5.9,151,262,Interlagos
2014-10-05 13:00:00,17.6,63,6.6,159,262,Interlagos
2014-10-05 14:00:00,18.1,61,6.2,155,262,Interlagos
2014-10-05 15:00:00,17.8,63,6.6,153,262,Interlagos
2014-10-05 16:00:00,17.1,65,6.5,151,262,Interlagos
2014-10-05 17:00:00,16.5,68,6.1,150,262,Interlagos
2014-10-05 18:00:00,15,75,6,148,262,Interlagos
2014-10-05 19:00:00,14.1,79,4.9,142,262,Interlagos
2014-10-05 20:00:00,13.6,82,4.6,139,262,Interlagos
2014-10-05 21:00:00,13.1,82,4,129,262,Interlagos
2014-10-05 22:00:00,13.1,83,3.3,137,262,Interlagos
2014-10-05 23:00:00,13.2,84,3.5,122,262,Interlagos
2014-10-06 00:00:00,12.9,85,3.4,121,262,Interlagos
2014-10-06 01:00:00,12.6,85,3.2,122,262,Interlagos
2014-10-06 02:00:00,12.3,86,3.1,118,262,Interlagos
2014-10-06 03:00:00,12,87,2.7,116,262,Interlagos
2014-10-06 04:00:00,11.9,86,2.4,63,262,Interlagos
2014-10-06 05:00:00,11.8,83,3,48,262,Interlagos
2014-10-06 06:00:00,11.6,83,3.3,49,262,Interlagos
2014-10-06 07:00:00,12.1,80,3.4,51,262,Interlagos
2014-10-06 08:00:00,13.5,73,3.7,53,262,Interlagos
2014-10-06 09:00:00,14.4,68,5.8,48,262,Interlagos
2014-10-06 10:00:00,16.6,58,5,34,262,Interlagos
2014-10-06 11:00:00,18.3,53,3.9,44,262,Interlagos
2014-10-06 12:00:00,20.7,44,3.1,34,262,Interlagos
2014-10-06 13:00:00,21.8,37,2.3,96,262,Interlagos
2014-10-06 14:00:00,23.4,37,4.1,158,262,Interlagos
2014-10-06 15:00:00,21.8,53,4.7,154,262,Interlagos
2014-10-06 16:00:00,20.5,58,5.3,161,262,Interlagos
2014-10-06 17:00:00,18.9,64,5.1,158,262,Interlagos
2014-10-06 18:00:00,16.9,72,5.1,159,262,Interlagos
2014-10-06 19:00:00,15.5,79,4.4,151,262,Interlagos
2014-10-06 20:00:00,14.8,82,3.2,152,262,Interlagos
2014-10-06 21:00:00,14.4,85,1.8,145,262,Interlagos
2014-10-06 22:00:00,13.9,89,1.7,147,262,Interlagos
2014-10-06 23:00:00,13.6,92,1.7,158,262,Interlagos
2014-10-07 00:00:00,13.2,94,1.4,149,262,Interlagos
2014-10-07 01:00:00,13.1,95,0.9,147,262,Interlagos
2014-10-07 02:00:00,13.1,95,1,155,262,Interlagos
2014-10-07 03:00:00,13.3,94,0.9,138,262,Interlagos
2014-10-07 04:00:00,14,88,2.8,48,262,Interlagos
2014-10-07 05:00:00,14.2,85,2.8,38,262,Interlagos
2014-10-07 06:00:00,14.4,82,4.2,37,262,Interlagos
2014-10-07 07:00:00,14.4,82,3.5,37,262,Interlagos
2014-10-07 08:00:00,15.1,78,3.1,42,262,Interlagos
2014-10-07 09:00:00,16.5,72,3.1,46,262,Interlagos
2014-10-07 10:00:00,19,61,2.4,35,262,Interlagos
2014-10-07 11:00:00,22.1,48,2.3,21,262,Interlagos
2014-10-07 12:00:00,23.5,41,2.1,358,262,Interlagos
2014-10-07 13:00:00,24.7,38,1.8,7,262,Interlagos
2014-10-07 14:00:00,25,38,2.5,148,262,Interlagos
2014-10-07 15:00:00,24.2,50,4.1,169,262,Interlagos
2014-10-07 16:00:00,22,66,4.2,161,262,Interlagos
2014-10-07 17:00:00,20.2,74,4.4,166,262,Interlagos
2014-10-07 18:00:00,18.6,82,3.7,162,262,Interlagos
2014-10-07 19:00:00,17.4,88,3.4,150,262,Interlagos
2014-10-07 20:00:00,16.6,91,2.7,164,262,Interlagos
2014-10-07 21:00:00,16.1,94,3.2,154,262,Interlagos
2014-10-07 22:00:00,15.8,94,1,166,262,Interlagos
2014-10-07 23:00:00,16.1,94,0.9,70,262,Interlagos
2014-10-08 00:00:00,16.1,91,0.9,169,262,Interlagos
2014-10-08 01:00:00,15.8,92,1.2,146,262,Interlagos
2014-10-08 02:00:00,15.4,93,0.7,356,262,Interlagos
2014-10-08 03:00:00,15.5,91,1,17,262,Interlagos
2014-10-08 04:00:00,15.6,87,0.9,175,262,Interlagos
2014-10-08 05:00:00,14.9,93,0.8,163,262,Interlagos
2014-10-08 06:00:00,14.6,96,1.1,123,262,Interlagos
2014-10-08 07:00:00,16,85,1.1,23,262,Interlagos
2014-10-08 08:00:00,17.9,69,3.4,55,262,Interlagos
2014-10-08 09:00:00,20.2,57,3.4,37,262,Interlagos
2014-10-08 10:00:00,22.5,46,2.6,32,262,Interlagos
2014-10-08 11:00:00,24.8,35,2.2,41,262,Interlagos
2014-10-08 12:00:00,25.9,31,2.7,98,262,Interlagos
2014-10-08 13:00:00,26.9,30,3.1,172,262,Interlagos
2014-10-08 14:00:00,27.3,30,3.3,169,262,Interlagos
2014-10-08 15:00:00,26,41,4.7,157,262,Interlagos
2014-10-08 16:00:00,25.1,41,4.7,150,262,Interlagos
2014-10-08 17:00:00,23.6,54,4.5,158,262,Interlagos
