date,tc,rh,ws,wd,code,name
2014-10-01 00:00:00,NA,NA,NA,NA,110,NA
2014-10-01 01:00:00,23.4,79,0,777,110,Jaú
2014-10-01 02:00:00,22.6,84,1.3,256,110,Jaú
2014-10-01 03:00:00,22,87,0,777,110,Jaú
2014-10-01 04:00:00,21.3,89,0.9,174,110,Jaú
2014-10-01 05:00:00,21.3,88,0.9,199,110,Jaú
2014-10-01 06:00:00,21,88,0.8,181,110,Jaú
2014-10-01 07:00:00,21.6,85,3.8,223,110,Jaú
2014-10-01 08:00:00,22.4,83,3.4,217,110,Jaú
2014-10-01 09:00:00,22.4,82,2.5,169,110,Jaú
2014-10-01 10:00:00,24.1,71,3.6,171,110,Jaú
2014-10-01 11:00:00,25.5,64,3.5,185,110,Jaú
2014-10-01 12:00:00,23.6,79,2.6,111,110,Jaú
2014-10-01 13:00:00,28.3,55,1.7,114,110,Jaú
2014-10-01 14:00:00,31.1,44,1.7,6,110,Jaú
2014-10-01 15:00:00,32.3,42,2.3,263,110,Jaú
2014-10-01 16:00:00,31.8,41,2.2,292,110,Jaú
2014-10-01 17:00:00,30.6,48,1.9,249,110,Jaú
2014-10-01 18:00:00,29,57,2.2,226,110,Jaú
2014-10-01 19:00:00,27.4,65,2.9,228,110,Jaú
2014-10-01 20:00:00,26.4,69,2,221,110,Jaú
2014-10-01 21:00:00,25.6,72,1.4,202,110,Jaú
2014-10-01 22:00:00,24.6,73,4.3,168,110,Jaú
2014-10-01 23:00:00,22.4,75,5.7,165,110,Jaú
2014-10-02 00:00:00,21.6,76,6.4,162,110,Jaú
2014-10-02 01:00:00,21.1,71,7.3,161,110,Jaú
2014-10-02 02:00:00,20.3,77,6.4,164,110,Jaú
2014-10-02 03:00:00,20,75,6.6,164,110,Jaú
2014-10-02 04:00:00,19.6,76,5,169,110,Jaú
2014-10-02 05:00:00,19.3,77,5.1,168,110,Jaú
2014-10-02 06:00:00,18.9,78,4.4,165,110,Jaú
2014-10-02 07:00:00,18.6,81,5.1,164,110,Jaú
2014-10-02 08:00:00,19.4,76,5.3,158,110,Jaú
2014-10-02 09:00:00,20.7,69,6.6,161,110,Jaú
2014-10-02 10:00:00,22.4,61,6.6,163,110,Jaú
2014-10-02 11:00:00,24,55,6.4,159,110,Jaú
2014-10-02 12:00:00,24.6,52,6.8,167,110,Jaú
2014-10-02 13:00:00,26,48,6.4,164,110,Jaú
2014-10-02 14:00:00,26.5,47,6.4,170,110,Jaú
2014-10-02 15:00:00,26.1,47,7,166,110,Jaú
2014-10-02 16:00:00,25.7,47,7,170,110,Jaú
2014-10-02 17:00:00,24.9,48,6.9,176,110,Jaú
2014-10-02 18:00:00,23.3,53,6.7,176,110,Jaú
2014-10-02 19:00:00,20.7,65,6.7,179,110,Jaú
2014-10-02 20:00:00,18.9,69,7.4,176,110,Jaú
2014-10-02 21:00:00,17.9,66,8.5,172,110,Jaú
2014-10-02 22:00:00,NA,NA,9.1,169,110,NA
2014-10-02 23:00:00,NA,NA,NA,NA,110,NA
2014-10-03 00:00:00,NA,NA,NA,NA,110,NA
2014-10-03 01:00:00,NA,NA,NA,NA,110,NA
2014-10-03 02:00:00,NA,NA,7.4,160,110,NA
2014-10-03 03:00:00,14.7,75,6.4,158,110,Jaú
2014-10-03 04:00:00,14.5,75,5.8,160,110,Jaú
2014-10-03 05:00:00,14.5,74,4.7,159,110,Jaú
2014-10-03 06:00:00,14.1,76,3.4,157,110,Jaú
2014-10-03 07:00:00,14.4,72,3.5,163,110,Jaú
2014-10-03 08:00:00,16,65,5.5,162,110,Jaú
2014-10-03 09:00:00,18.1,56,6.4,159,110,Jaú
2014-10-03 10:00:00,20.4,50,6.1,155,110,Jaú
2014-10-03 11:00:00,22.4,45,6.3,161,110,Jaú
2014-10-03 12:00:00,23.8,44,6.2,160,110,Jaú
2014-10-03 13:00:00,25,42,6.2,168,110,Jaú
2014-10-03 14:00:00,26,39,6.1,167,110,Jaú
2014-10-03 15:00:00,26.3,37,6.4,167,110,Jaú
2014-10-03 16:00:00,25.6,38,6.8,173,110,Jaú
2014-10-03 17:00:00,24.6,39,6.6,170,110,Jaú
2014-10-03 18:00:00,23,44,6.5,174,110,Jaú
2014-10-03 19:00:00,20.3,53,5.9,176,110,Jaú
2014-10-03 20:00:00,18.5,57,7.2,172,110,Jaú
2014-10-03 21:00:00,17.2,60,7.8,163,110,Jaú
2014-10-03 22:00:00,16.3,62,7.5,161,110,Jaú
2014-10-03 23:00:00,15.6,66,8.2,163,110,Jaú
2014-10-04 00:00:00,15.2,67,8.4,162,110,Jaú
2014-10-04 01:00:00,14.8,69,7.4,156,110,Jaú
2014-10-04 02:00:00,14.4,71,7.2,153,110,Jaú
2014-10-04 03:00:00,14,73,5.8,154,110,Jaú
2014-10-04 04:00:00,13.8,73,5.6,159,110,Jaú
2014-10-04 05:00:00,13.4,73,5.4,156,110,Jaú
2014-10-04 06:00:00,13,75,4.6,158,110,Jaú
2014-10-04 07:00:00,13.3,74,4.3,156,110,Jaú
2014-10-04 08:00:00,14.7,68,5.6,161,110,Jaú
2014-10-04 09:00:00,16.7,59,5.8,156,110,Jaú
2014-10-04 10:00:00,18.9,52,5.5,154,110,Jaú
2014-10-04 11:00:00,21,45,5.1,157,110,Jaú
2014-10-04 12:00:00,22.9,39,4.6,158,110,Jaú
2014-10-04 13:00:00,24.2,36,4.9,160,110,Jaú
2014-10-04 14:00:00,25.1,35,5.3,163,110,Jaú
2014-10-04 15:00:00,25.3,35,5.5,167,110,Jaú
2014-10-04 16:00:00,25.3,34,5.3,165,110,Jaú
2014-10-04 17:00:00,24.1,39,5.9,174,110,Jaú
2014-10-04 18:00:00,22.9,40,5.9,175,110,Jaú
2014-10-04 19:00:00,21.2,44,4.7,175,110,Jaú
2014-10-04 20:00:00,19.3,52,4.8,178,110,Jaú
2014-10-04 21:00:00,17.9,55,5.7,167,110,Jaú
2014-10-04 22:00:00,16.8,59,6.5,165,110,Jaú
2014-10-04 23:00:00,15.7,65,6.3,160,110,Jaú
2014-10-05 00:00:00,15,70,6.3,157,110,Jaú
2014-10-05 01:00:00,14.4,73,6,158,110,Jaú
2014-10-05 02:00:00,14,74,6.4,151,110,Jaú
2014-10-05 03:00:00,13.6,74,4.9,150,110,Jaú
2014-10-05 04:00:00,13.3,73,4.3,155,110,Jaú
2014-10-05 05:00:00,13,74,3.2,152,110,Jaú
2014-10-05 06:00:00,12.5,78,3.1,151,110,Jaú
2014-10-05 07:00:00,12.7,77,3.2,150,110,Jaú
2014-10-05 08:00:00,14.7,68,4.4,154,110,Jaú
2014-10-05 09:00:00,17,59,4.2,154,110,Jaú
2014-10-05 10:00:00,19.4,52,4,170,110,Jaú
2014-10-05 11:00:00,22,45,3.8,165,110,Jaú
2014-10-05 12:00:00,23.6,40,3.9,167,110,Jaú
2014-10-05 13:00:00,25.6,35,3.4,160,110,Jaú
2014-10-05 14:00:00,26.5,31,4.1,162,110,Jaú
2014-10-05 15:00:00,26.8,29,4.1,176,110,Jaú
2014-10-05 16:00:00,27,28,4.3,173,110,Jaú
2014-10-05 17:00:00,26.4,29,4.4,172,110,Jaú
2014-10-05 18:00:00,24.8,30,4.8,174,110,Jaú
2014-10-05 19:00:00,23,33,3.4,174,110,Jaú
