date,tc,rh,ws,wd,code,name
2014-10-04 00:00:00,13.339569,85.23407,4.9609146,119.37193,92,Diadema
2014-10-04 01:00:00,11.75293,91.229225,2.7926004,125.159294,92,Diadema
2014-10-04 02:00:00,10.749512,100.0,3.1175482,133.84073,92,Diadema
2014-10-04 03:00:00,11.367584,99.0405,2.3754125,89.92657,92,Diadema
2014-10-04 04:00:00,11.298248,99.90186,2.7495441,133.7366,92,Diadema
2014-10-04 05:00:00,9.167145,100.0,1.8900241,120.47753,92,Diadema
2014-10-04 06:00:00,7.7035217,100.0,1.158313,87.70978,92,Diadema
2014-10-04 07:00:00,6.604004,100.0,1.289987,137.32672,92,Diadema
2014-10-04 08:00:00,6.2979126,100.0,1.5920857,123.472694,92,Diadema
2014-10-04 09:00:00,8.093475,100.0,2.5714893,133.86423,92,Diadema
2014-10-04 10:00:00,12.501221,90.882545,3.8534636,103.65662,92,Diadema
2014-10-04 11:00:00,14.315338,79.63869,5.742862,113.66405,92,Diadema
2014-10-04 12:00:00,15.393982,70.21875,6.5811195,113.198364,92,Diadema
2014-10-04 13:00:00,16.059052,67.16343,6.5726857,117.26505,92,Diadema
2014-10-04 14:00:00,16.344604,66.94224,6.627258,125.336365,92,Diadema
2014-10-04 15:00:00,16.524445,66.659164,6.789677,127.44185,92,Diadema
2014-10-04 16:00:00,16.73581,66.55669,6.9279547,130.77164,92,Diadema
2014-10-04 17:00:00,16.87326,64.210045,6.74722,130.09732,92,Diadema
2014-10-04 18:00:00,16.562286,69.31889,7.0860114,131.21143,92,Diadema
2014-10-04 19:00:00,16.071686,70.06331,7.316355,132.4068,92,Diadema
2014-10-04 20:00:00,15.144409,80.25156,6.8848147,127.6043,92,Diadema
2014-10-04 21:00:00,14.093445,85.01599,6.8390956,125.43976,92,Diadema
2014-10-04 22:00:00,13.6779175,86.709045,6.3461866,120.18463,92,Diadema
2014-10-04 23:00:00,13.117432,83.9671,6.037295,118.79513,92,Diadema
2014-10-05 00:00:00,13.068176,92.45299,5.0878406,123.339386,92,Diadema
2014-10-05 01:00:00,12.911377,90.75523,5.486132,115.62674,92,Diadema
2014-10-05 02:00:00,12.776367,84.16152,5.9809756,104.4373,92,Diadema
2014-10-05 03:00:00,12.803314,82.44235,3.8534884,103.50785,92,Diadema
2014-10-05 04:00:00,12.677185,88.00052,2.8667161,87.634865,92,Diadema
2014-10-05 05:00:00,11.7881775,97.92205,1.9720494,66.958145,92,Diadema
2014-10-05 06:00:00,11.405609,96.95275,0.8539227,86.33896,92,Diadema
2014-10-05 07:00:00,10.339722,100.0,0.40198827,332.14233,92,Diadema
2014-10-05 08:00:00,9.49469,100.0,0.67111576,224.83492,92,Diadema
2014-10-05 09:00:00,9.91037,98.52775,0.9411623,5.019055,92,Diadema
2014-10-05 10:00:00,10.976501,95.59156,1.7534807,50.615604,92,Diadema
2014-10-05 11:00:00,12.996216,80.76578,3.2719913,78.5257,92,Diadema
2014-10-05 12:00:00,14.769928,66.988266,3.7476342,79.85811,92,Diadema
2014-10-05 13:00:00,16.30774,56.87446,3.3583102,105.55658,92,Diadema
2014-10-05 14:00:00,17.44159,54.008995,3.9435565,130.04004,92,Diadema
2014-10-05 15:00:00,17.225708,56.764603,5.5669036,134.67784,92,Diadema
2014-10-05 16:00:00,17.305664,61.3685,6.2018113,136.00087,92,Diadema
2014-10-05 17:00:00,17.236603,67.34447,6.822956,135.33934,92,Diadema
2014-10-05 18:00:00,16.804352,71.48305,6.902891,131.13312,92,Diadema
2014-10-05 19:00:00,16.555023,70.941536,6.911286,128.68175,92,Diadema
