date,tc,rh,ws,wd,code,name
2014-10-04 00:00:00,16.516388,78.91533,5.015133,114.232506,119,Cubatão-Vale do Mogi
2014-10-04 01:00:00,15.266907,80.75223,0.4312556,306.18118,119,Cubatão-Vale do Mogi
2014-10-04 02:00:00,14.654633,81.21942,1.670252,23.360683,119,Cubatão-Vale do Mogi
2014-10-04 03:00:00,14.598663,85.45393,3.5809696,21.031776,119,Cubatão-Vale do Mogi
2014-10-04 04:00:00,15.521637,82.046936,2.2626772,347.1748,119,Cubatão-Vale do Mogi
2014-10-04 05:00:00,14.41037,83.307755,3.5237865,22.082909,119,Cubatão-Vale do Mogi
2014-10-04 06:00:00,14.80658,91.307274,0.95594066,253.23819,119,Cubatão-Vale do Mogi
2014-10-04 07:00:00,13.522675,91.6956,2.2315664,11.091416,119,Cubatão-Vale do Mogi
2014-10-04 08:00:00,14.5486145,98.03579,0.7096554,192.56358,119,Cubatão-Vale do Mogi
2014-10-04 09:00:00,14.697815,98.44823,1.7885767,212.09132,119,Cubatão-Vale do Mogi
2014-10-04 10:00:00,15.709808,92.23111,1.6567105,261.40994,119,Cubatão-Vale do Mogi
2014-10-04 11:00:00,16.076294,92.541,2.117272,153.21243,119,Cubatão-Vale do Mogi
2014-10-04 12:00:00,16.699463,89.20503,2.8469207,118.8962,119,Cubatão-Vale do Mogi
2014-10-04 13:00:00,18.349365,79.924965,3.0706005,101.97098,119,Cubatão-Vale do Mogi
2014-10-04 14:00:00,19.310242,72.781876,4.2942967,97.18109,119,Cubatão-Vale do Mogi
2014-10-04 15:00:00,19.889984,68.87715,3.8339329,103.5249,119,Cubatão-Vale do Mogi
2014-10-04 16:00:00,20.209473,65.03835,4.342718,106.78995,119,Cubatão-Vale do Mogi
2014-10-04 17:00:00,20.310028,63.988556,4.3763685,112.12955,119,Cubatão-Vale do Mogi
2014-10-04 18:00:00,20.244843,63.38839,4.2592115,113.196594,119,Cubatão-Vale do Mogi
2014-10-04 19:00:00,19.768738,69.10498,3.9201593,112.361084,119,Cubatão-Vale do Mogi
2014-10-04 20:00:00,19.16394,73.0996,3.304137,114.47068,119,Cubatão-Vale do Mogi
2014-10-04 21:00:00,17.889679,81.642815,0.8098806,246.4514,119,Cubatão-Vale do Mogi
2014-10-04 22:00:00,16.610748,89.36358,1.6296589,303.87796,119,Cubatão-Vale do Mogi
2014-10-04 23:00:00,16.146881,85.509796,1.758518,296.45105,119,Cubatão-Vale do Mogi
2014-10-05 00:00:00,16.030365,88.76806,1.7224913,291.5029,119,Cubatão-Vale do Mogi
2014-10-05 01:00:00,15.759125,85.05094,2.962729,353.33884,119,Cubatão-Vale do Mogi
2014-10-05 02:00:00,15.734192,84.003914,2.73068,336.58966,119,Cubatão-Vale do Mogi
2014-10-05 03:00:00,15.100739,86.51741,1.8627586,312.87518,119,Cubatão-Vale do Mogi
2014-10-05 04:00:00,14.805054,91.472694,1.4768934,285.93933,119,Cubatão-Vale do Mogi
2014-10-05 05:00:00,15.801361,90.389015,0.6727796,278.49487,119,Cubatão-Vale do Mogi
2014-10-05 06:00:00,14.663025,90.06341,1.019577,275.29736,119,Cubatão-Vale do Mogi
2014-10-05 07:00:00,14.146179,93.0931,1.7852226,251.0339,119,Cubatão-Vale do Mogi
2014-10-05 08:00:00,13.999512,90.609795,1.0387528,301.66455,119,Cubatão-Vale do Mogi
2014-10-05 09:00:00,14.503601,85.90948,1.0389704,346.40573,119,Cubatão-Vale do Mogi
2014-10-05 10:00:00,17.409058,73.11827,1.0351763,30.18275,119,Cubatão-Vale do Mogi
2014-10-05 11:00:00,19.065887,61.430668,2.1962802,102.458725,119,Cubatão-Vale do Mogi
2014-10-05 12:00:00,20.181793,51.961235,3.3290277,120.32868,119,Cubatão-Vale do Mogi
2014-10-05 13:00:00,20.550873,56.00075,3.9048493,129.09183,119,Cubatão-Vale do Mogi
2014-10-05 14:00:00,20.856567,49.823666,5.3571486,119.805405,119,Cubatão-Vale do Mogi
2014-10-05 15:00:00,20.719238,57.36025,4.568392,122.18171,119,Cubatão-Vale do Mogi
2014-10-05 16:00:00,20.844421,61.06897,4.7454715,119.88072,119,Cubatão-Vale do Mogi
2014-10-05 17:00:00,20.513031,65.20913,4.5974345,118.932884,119,Cubatão-Vale do Mogi
2014-10-05 18:00:00,20.749176,61.112328,4.4195886,116.62884,119,Cubatão-Vale do Mogi
2014-10-05 19:00:00,20.264038,65.6628,3.8266943,116.28397,119,Cubatão-Vale do Mogi
2014-10-05 20:00:00,19.666351,68.54702,3.2051044,111.04672,119,Cubatão-Vale do Mogi
2014-10-05 21:00:00,18.578064,72.014305,1.4704317,232.56343,119,Cubatão-Vale do Mogi
2014-10-05 22:00:00,17.48117,80.17849,2.964287,218.4897,119,Cubatão-Vale do Mogi
2014-10-05 23:00:00,16.755005,84.37841,1.902867,237.83679,119,Cubatão-Vale do Mogi
2014-10-06 00:00:00,16.684906,84.180664,1.9153746,252.04185,119,Cubatão-Vale do Mogi
2014-10-06 01:00:00,16.02362,88.87095,1.6478006,259.75842,119,Cubatão-Vale do Mogi
2014-10-06 02:00:00,15.561981,91.0331,1.6568376,275.61954,119,Cubatão-Vale do Mogi
2014-10-06 03:00:00,15.406555,91.017006,1.3919573,272.20892,119,Cubatão-Vale do Mogi
2014-10-06 04:00:00,15.124817,88.9856,0.9638087,51.284405,119,Cubatão-Vale do Mogi
2014-10-06 05:00:00,14.760315,81.11214,2.4596257,25.235497,119,Cubatão-Vale do Mogi
2014-10-06 06:00:00,14.581696,80.27928,2.8738773,14.459018,119,Cubatão-Vale do Mogi
2014-10-06 07:00:00,14.272583,80.4273,2.2329586,38.241688,119,Cubatão-Vale do Mogi
2014-10-06 08:00:00,14.364838,76.946266,3.6048744,28.305952,119,Cubatão-Vale do Mogi
2014-10-06 09:00:00,14.494141,76.214966,3.4356327,23.884981,119,Cubatão-Vale do Mogi
2014-10-06 10:00:00,17.470612,64.086205,2.9109986,53.084682,119,Cubatão-Vale do Mogi
2014-10-06 11:00:00,18.957153,56.973167,3.171712,53.522015,119,Cubatão-Vale do Mogi
2014-10-06 12:00:00,20.813385,48.75249,3.2698572,59.304596,119,Cubatão-Vale do Mogi
2014-10-06 13:00:00,22.089325,43.959652,2.0826545,63.19366,119,Cubatão-Vale do Mogi
2014-10-06 14:00:00,22.113129,53.621166,3.9916773,224.67865,119,Cubatão-Vale do Mogi
2014-10-06 15:00:00,22.634583,52.67213,2.9209034,159.86562,119,Cubatão-Vale do Mogi
2014-10-06 16:00:00,22.801971,51.715824,3.3495066,148.97145,119,Cubatão-Vale do Mogi
2014-10-06 17:00:00,22.814941,51.100376,4.085675,129.72621,119,Cubatão-Vale do Mogi
2014-10-06 18:00:00,22.608368,53.32682,4.5074577,123.50782,119,Cubatão-Vale do Mogi
2014-10-06 19:00:00,22.150696,55.788074,3.9324858,125.42733,119,Cubatão-Vale do Mogi
2014-10-06 20:00:00,21.181366,63.388,4.626735,115.69184,119,Cubatão-Vale do Mogi
2014-10-06 21:00:00,19.901367,74.16902,2.0900195,128.91307,119,Cubatão-Vale do Mogi
2014-10-06 22:00:00,18.8909,80.55518,2.389484,273.1922,119,Cubatão-Vale do Mogi
2014-10-06 23:00:00,18.178528,88.60506,2.1758306,277.90683,119,Cubatão-Vale do Mogi
2014-10-07 00:00:00,17.930267,89.01971,0.5218062,170.24232,119,Cubatão-Vale do Mogi
2014-10-07 01:00:00,17.673126,90.064285,0.8927828,158.918,119,Cubatão-Vale do Mogi
2014-10-07 02:00:00,17.536255,90.338455,0.9234004,76.918846,119,Cubatão-Vale do Mogi
2014-10-07 03:00:00,17.824005,85.21013,0.6962641,174.42538,119,Cubatão-Vale do Mogi
2014-10-07 04:00:00,17.091095,86.33576,0.5107706,89.514595,119,Cubatão-Vale do Mogi
2014-10-07 05:00:00,16.73706,84.7332,0.9890516,269.4699,119,Cubatão-Vale do Mogi
2014-10-07 06:00:00,16.339874,86.040565,0.9382776,239.55124,119,Cubatão-Vale do Mogi
2014-10-07 07:00:00,15.985718,85.07585,2.8538537,200.10294,119,Cubatão-Vale do Mogi
2014-10-07 08:00:00,16.095001,80.000694,1.6584135,188.75801,119,Cubatão-Vale do Mogi
2014-10-07 09:00:00,16.391815,78.16623,2.9550595,153.94592,119,Cubatão-Vale do Mogi
2014-10-07 10:00:00,20.350128,59.463165,2.9208136,50.232075,119,Cubatão-Vale do Mogi
2014-10-07 11:00:00,21.972107,54.62775,1.6758106,106.32732,119,Cubatão-Vale do Mogi
2014-10-07 12:00:00,22.114319,55.429256,2.8433306,229.2793,119,Cubatão-Vale do Mogi
2014-10-07 13:00:00,22.466888,59.807384,1.864442,198.18788,119,Cubatão-Vale do Mogi
2014-10-07 14:00:00,23.761017,54.767277,1.4514678,205.87866,119,Cubatão-Vale do Mogi
2014-10-07 15:00:00,25.013275,53.67211,2.697278,192.22035,119,Cubatão-Vale do Mogi
2014-10-07 16:00:00,25.427734,54.303093,3.1825173,190.74588,119,Cubatão-Vale do Mogi
2014-10-07 17:00:00,25.789001,52.837997,3.7756724,130.37553,119,Cubatão-Vale do Mogi
2014-10-07 18:00:00,25.776245,51.695324,3.969216,150.20296,119,Cubatão-Vale do Mogi
2014-10-07 19:00:00,25.426971,50.48458,3.2191765,176.181,119,Cubatão-Vale do Mogi
2014-10-07 20:00:00,24.80954,52.662006,2.4773772,162.11867,119,Cubatão-Vale do Mogi
2014-10-07 21:00:00,22.828735,63.877586,2.7503376,245.4157,119,Cubatão-Vale do Mogi
2014-10-07 22:00:00,21.505615,68.95895,2.4339247,271.1216,119,Cubatão-Vale do Mogi
