date,tc,rh,ws,wd,code,name
2014-10-01 00:00:00,NA,NA,NA,NA,63,Santana
2014-10-01 01:00:00,NA,NA,1.6,117,63,Santana
2014-10-01 02:00:00,NA,NA,1.4,78,63,Santana
2014-10-01 03:00:00,NA,NA,0.9,127,63,Santana
2014-10-01 04:00:00,NA,NA,0.8,66,63,Santana
2014-10-01 05:00:00,NA,NA,0.9,104,63,Santana
2014-10-01 06:00:00,NA,NA,0.8,215,63,Santana
2014-10-01 07:00:00,NA,NA,1.8,243,63,Santana
2014-10-01 08:00:00,NA,NA,1.9,268,63,Santana
2014-10-01 09:00:00,NA,NA,1,295,63,Santana
2014-10-01 10:00:00,NA,NA,1.5,300,63,Santana
2014-10-01 11:00:00,NA,NA,2,314,63,Santana
2014-10-01 12:00:00,NA,NA,2.6,278,63,Santana
2014-10-01 13:00:00,NA,NA,2.4,294,63,Santana
2014-10-01 14:00:00,NA,NA,2.3,292,63,Santana
2014-10-01 15:00:00,NA,NA,2.3,276,63,Santana
2014-10-01 16:00:00,NA,NA,1.7,266,63,Santana
2014-10-01 17:00:00,NA,NA,3.2,177,63,Santana
2014-10-01 18:00:00,NA,NA,3.4,158,63,Santana
2014-10-01 19:00:00,NA,NA,2.3,192,63,Santana
2014-10-01 20:00:00,NA,NA,2.2,169,63,Santana
2014-10-01 21:00:00,NA,NA,2.9,143,63,Santana
2014-10-01 22:00:00,NA,NA,2.9,143,63,Santana
2014-10-01 23:00:00,NA,NA,3,154,63,Santana
2014-10-02 00:00:00,NA,NA,2.5,149,63,Santana
2014-10-02 01:00:00,NA,NA,3.5,156,63,Santana
2014-10-02 02:00:00,NA,NA,3,142,63,Santana
2014-10-02 03:00:00,NA,NA,2.5,155,63,Santana
2014-10-02 04:00:00,NA,NA,2.6,156,63,Santana
2014-10-02 05:00:00,NA,NA,2.7,159,63,Santana
2014-10-02 06:00:00,NA,NA,3.1,134,63,Santana
2014-10-02 07:00:00,NA,NA,3.2,129,63,Santana
2014-10-02 08:00:00,NA,NA,2.6,105,63,Santana
2014-10-02 09:00:00,NA,NA,2.1,111,63,Santana
2014-10-02 10:00:00,NA,NA,3.9,140,63,Santana
2014-10-02 11:00:00,NA,NA,3.5,148,63,Santana
2014-10-02 12:00:00,NA,NA,3.9,129,63,Santana
2014-10-02 13:00:00,NA,NA,3.6,132,63,Santana
2014-10-02 14:00:00,NA,NA,4.3,133,63,Santana
2014-10-02 15:00:00,NA,NA,3.8,155,63,Santana
2014-10-02 16:00:00,NA,NA,4,152,63,Santana
2014-10-02 17:00:00,NA,NA,3.5,159,63,Santana
2014-10-02 18:00:00,NA,NA,4,134,63,Santana
2014-10-02 19:00:00,NA,NA,4.2,132,63,Santana
2014-10-02 20:00:00,NA,NA,4.1,130,63,Santana
2014-10-02 21:00:00,NA,NA,4.5,134,63,Santana
2014-10-02 22:00:00,NA,NA,4,130,63,Santana
2014-10-02 23:00:00,NA,NA,3,126,63,Santana
2014-10-03 00:00:00,NA,NA,2.9,130,63,Santana
2014-10-03 01:00:00,NA,NA,3.3,123,63,Santana
2014-10-03 02:00:00,NA,NA,3.3,128,63,Santana
2014-10-03 03:00:00,NA,NA,2.3,106,63,Santana
2014-10-03 04:00:00,NA,NA,2.4,122,63,Santana
2014-10-03 05:00:00,NA,NA,2.1,103,63,Santana
2014-10-03 06:00:00,NA,NA,1.7,109,63,Santana
2014-10-03 07:00:00,NA,NA,1.4,95,63,Santana
2014-10-03 08:00:00,NA,NA,2.4,118,63,Santana
2014-10-03 09:00:00,NA,NA,3.3,121,63,Santana
2014-10-03 10:00:00,NA,NA,3.6,125,63,Santana
2014-10-03 11:00:00,NA,NA,4.4,129,63,Santana
2014-10-03 12:00:00,NA,NA,3.9,129,63,Santana
2014-10-03 13:00:00,NA,NA,4.8,133,63,Santana
2014-10-03 14:00:00,NA,NA,4.9,137,63,Santana
2014-10-03 15:00:00,NA,NA,4.8,132,63,Santana
2014-10-03 16:00:00,NA,NA,5.2,131,63,Santana
2014-10-03 17:00:00,NA,NA,5,129,63,Santana
2014-10-03 18:00:00,NA,NA,5.2,134,63,Santana
2014-10-03 19:00:00,NA,NA,5,132,63,Santana
2014-10-03 20:00:00,NA,NA,3.9,130,63,Santana
2014-10-03 21:00:00,NA,NA,4.2,128,63,Santana
2014-10-03 22:00:00,NA,NA,3.7,122,63,Santana
2014-10-03 23:00:00,NA,NA,4.1,126,63,Santana
2014-10-04 00:00:00,NA,NA,3.8,124,63,Santana
2014-10-04 01:00:00,NA,NA,3.2,124,63,Santana
2014-10-04 02:00:00,NA,NA,3.2,113,63,Santana
2014-10-04 03:00:00,NA,NA,3.9,128,63,Santana
2014-10-04 04:00:00,NA,NA,4.5,126,63,Santana
2014-10-04 05:00:00,NA,NA,3.8,125,63,Santana
2014-10-04 06:00:00,NA,NA,3.1,123,63,Santana
2014-10-04 07:00:00,NA,NA,3.3,125,63,Santana
2014-10-04 08:00:00,NA,NA,4.5,127,63,Santana
2014-10-04 09:00:00,NA,NA,4.4,128,63,Santana
2014-10-04 10:00:00,NA,NA,4.6,127,63,Santana
2014-10-04 11:00:00,NA,NA,4.5,122,63,Santana
2014-10-04 12:00:00,NA,NA,4.4,127,63,Santana
2014-10-04 13:00:00,NA,NA,4.8,130,63,Santana
2014-10-04 14:00:00,NA,NA,4.2,125,63,Santana
2014-10-04 15:00:00,NA,NA,4.7,129,63,Santana
2014-10-04 16:00:00,NA,NA,4.2,128,63,Santana
2014-10-04 17:00:00,NA,NA,3.9,124,63,Santana
2014-10-04 18:00:00,NA,NA,4.3,131,63,Santana
2014-10-04 19:00:00,NA,NA,4.4,129,63,Santana
