date,tc,rh,ws,wd,code,name
2014-10-04 00:00:00,11.667084,92.754524,4.718696,120.2318,279,Guarulhos-Pimentas
2014-10-04 01:00:00,10.894409,95.47995,3.1513853,102.022514,279,Guarulhos-Pimentas
2014-10-04 02:00:00,11.63858,90.38286,4.775325,103.618065,279,Guarulhos-Pimentas
2014-10-04 03:00:00,11.741486,92.06985,3.852241,91.43864,279,Guarulhos-Pimentas
2014-10-04 04:00:00,9.577301,97.835785,2.6468277,87.21685,279,Guarulhos-Pimentas
2014-10-04 05:00:00,8.8012085,99.02953,2.4993768,92.89238,279,Guarulhos-Pimentas
2014-10-04 06:00:00,8.9661255,97.32626,2.9393463,84.14631,279,Guarulhos-Pimentas
2014-10-04 07:00:00,8.447205,98.71745,2.5186987,76.68852,279,Guarulhos-Pimentas
2014-10-04 08:00:00,10.341522,98.471054,3.8036487,69.33398,279,Guarulhos-Pimentas
2014-10-04 09:00:00,9.697357,98.64469,3.6838648,66.39128,279,Guarulhos-Pimentas
2014-10-04 10:00:00,11.105011,96.516685,3.7324646,81.57534,279,Guarulhos-Pimentas
2014-10-04 11:00:00,12.569397,91.04263,4.69867,89.338806,279,Guarulhos-Pimentas
2014-10-04 12:00:00,14.420929,83.94357,4.7287474,77.3632,279,Guarulhos-Pimentas
2014-10-04 13:00:00,15.290344,87.24551,4.1591253,122.021194,279,Guarulhos-Pimentas
2014-10-04 14:00:00,16.69458,76.77354,5.4232516,125.88625,279,Guarulhos-Pimentas
2014-10-04 15:00:00,16.596893,81.4047,5.661639,123.80401,279,Guarulhos-Pimentas
2014-10-04 16:00:00,16.998108,79.49954,6.260613,120.35426,279,Guarulhos-Pimentas
2014-10-04 17:00:00,17.529602,73.48866,6.1293674,130.71356,279,Guarulhos-Pimentas
2014-10-04 18:00:00,17.60025,70.05171,5.891337,131.27698,279,Guarulhos-Pimentas
2014-10-04 19:00:00,17.070007,70.589066,5.915318,131.7912,279,Guarulhos-Pimentas
2014-10-04 20:00:00,15.90509,74.82464,5.428598,130.72414,279,Guarulhos-Pimentas
2014-10-04 21:00:00,13.98703,83.50445,3.2192137,128.22899,279,Guarulhos-Pimentas
2014-10-04 22:00:00,12.364899,92.835915,1.8962916,99.448784,279,Guarulhos-Pimentas
